Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
TCD,Chad,Sub-Saharan Africa,Low income,Total,1982,45.23882927
TEA,East Asia & Pacific (IDA & IBRD countries),,,Total,1982,66.04875841
TEC,Europe & Central Asia (IDA & IBRD countries),,,Total,1982,67.30565565
TGO,Togo,Sub-Saharan Africa,Low income,Total,1982,53.32965854
THA,Thailand,East Asia & Pacific,Upper middle income,Total,1982,65.64729268
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Total,1982,63.04097561
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Total,1982,61.47807317
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Total,1982,64.71321671
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Total,1982,38.18621951
TMN,Middle East & North Africa (IDA & IBRD countries),,,Total,1982,58.92988706
TON,Tonga,East Asia & Pacific,Upper middle income,Total,1982,68.04948781
TSA,South Asia (IDA & IBRD),,,Total,1982,54.90540191
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Total,1982,48.77518852
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Total,1982,67.28126829
TUN,Tunisia,Middle East & North Africa,Lower middle income,Total,1982,63.80365854
TUR,Turkey,Europe & Central Asia,Upper middle income,Total,1982,59.94646342
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Total,1982,
TZA,Tanzania,Sub-Saharan Africa,Low income,Total,1982,50.66004878
UGA,Uganda,Sub-Saharan Africa,Low income,Total,1982,49.08285366
UKR,Ukraine,Europe & Central Asia,Lower middle income,Total,1982,68.9012439
UMC,Upper middle income,,,Total,1982,66.4137861
URY,Uruguay,Latin America & Caribbean,High income,Total,1982,70.83160976
USA,United States,North America,High income,Total,1982,74.36097561
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Total,1982,65.01963415
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Total,1982,68.07343902
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Total,1982,68.64453659
VGB,British Virgin Islands,Latin America & Caribbean,High income,Total,1982,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Total,1982,72.1662439
VNM,Vietnam,East Asia & Pacific,Lower middle income,Total,1982,68.09387805
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Total,1982,59.66487805
WLD,World,,,Total,1982,63.51929799
WSM,Samoa,East Asia & Pacific,Upper middle income,Total,1982,60.9665122
XKX,Kosovo,Europe & Central Asia,Lower middle income,Total,1982,66.19756098
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Total,1982,52.49270732
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Total,1982,58.40570732
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Total,1982,50.51436585
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Total,1982,60.35087805
ABW,Aruba,Latin America & Caribbean,High income,Male,1983,70.51
AFG,Afghanistan,South Asia,Low income,Male,1983,43.164
AGO,Angola,Sub-Saharan Africa,Lower middle income,Male,1983,39.091
ALB,Albania,Europe & Central Asia,Upper middle income,Male,1983,68.673
AND,Andorra,Europe & Central Asia,High income,Male,1983,
ARB,Arab World,,,Male,1983,58.49340374
ARE,United Arab Emirates,Middle East & North Africa,High income,Male,1983,67.973
ARG,Argentina,Latin America & Caribbean,Upper middle income,Male,1983,66.877
ARM,Armenia,Europe & Central Asia,Lower middle income,Male,1983,67.436
ASM,American Samoa,East Asia & Pacific,Upper middle income,Male,1983,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Male,1983,66.885
AUS,Australia,East Asia & Pacific,High income,Male,1983,71.8
AUT,Austria,Europe & Central Asia,High income,Male,1983,69.5
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Male,1983,60.919
BDI,Burundi,Sub-Saharan Africa,Low income,Male,1983,46.548
BEL,Belgium,Europe & Central Asia,High income,Male,1983,70.63
BEN,Benin,Sub-Saharan Africa,Low income,Male,1983,45.935
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Male,1983,47.282
BGD,Bangladesh,South Asia,Lower middle income,Male,1983,54.462
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Male,1983,68.44
BHR,Bahrain,Middle East & North Africa,High income,Male,1983,69.543
BHS,"Bahamas, The",Latin America & Caribbean,High income,Male,1983,66.019
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Male,1983,68.226
BLR,Belarus,Europe & Central Asia,Upper middle income,Male,1983,65.671
BLZ,Belize,Latin America & Caribbean,Upper middle income,Male,1983,68.74
BMU,Bermuda,North America,High income,Male,1983,
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Male,1983,50.003
BRA,Brazil,Latin America & Caribbean,Upper middle income,Male,1983,59.67
BRB,Barbados,Latin America & Caribbean,High income,Male,1983,67.221
BRN,Brunei Darussalam,East Asia & Pacific,High income,Male,1983,69.735
BTN,Bhutan,South Asia,Lower middle income,Male,1983,47.3
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Male,1983,59.854
CAF,Central African Republic,Sub-Saharan Africa,Low income,Male,1983,47.368
CAN,Canada,North America,High income,Male,1983,72.69
CEB,Central Europe and the Baltics,,,Male,1983,66.7454604
CHE,Switzerland,Europe & Central Asia,High income,Male,1983,72.68
CHI,Channel Islands,Europe & Central Asia,High income,Male,1983,71.105
CHL,Chile,Latin America & Caribbean,High income,Male,1983,67.45
CHN,China,East Asia & Pacific,Upper middle income,Male,1983,66.456
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Male,1983,50.024
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Male,1983,50.703
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Male,1983,45.766
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Male,1983,55.275
COL,Colombia,Latin America & Caribbean,Upper middle income,Male,1983,63.744
COM,Comoros,Sub-Saharan Africa,Low income,Male,1983,50.992
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Male,1983,60.964
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Male,1983,71.08
CSS,Caribbean small states,,,Male,1983,66.59161817
CUB,Cuba,Latin America & Caribbean,Upper middle income,Male,1983,72.675
CUW,Curacao,Latin America & Caribbean,High income,Male,1983,
CYM,Cayman Islands,Latin America & Caribbean,High income,Male,1983,
CYP,Cyprus,Europe & Central Asia,High income,Male,1983,73.335
CZE,Czech Republic,Europe & Central Asia,High income,Male,1983,67.05
DEU,Germany,Europe & Central Asia,High income,Male,1983,70.353
DJI,Djibouti,Middle East & North Africa,Lower middle income,Male,1983,53.311
DMA,Dominica,Latin America & Caribbean,Upper middle income,Male,1983,
DNK,Denmark,Europe & Central Asia,High income,Male,1983,71.44
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Male,1983,62.331
DZA,Algeria,Middle East & North Africa,Upper middle income,Male,1983,60.607
EAP,East Asia & Pacific (excluding high income),,,Male,1983,64.76473145
EAR,Early-demographic dividend,,,Male,1983,56.38106367
EAS,East Asia & Pacific,,,Male,1983,65.57323887
ECA,Europe & Central Asia (excluding high income),,,Male,1983,62.64096388
ECS,Europe & Central Asia,,,Male,1983,67.03646406
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Male,1983,62.849
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Male,1983,58.13
EMU,Euro area,,,Male,1983,70.84959751
ERI,Eritrea,Sub-Saharan Africa,Low income,Male,1983,45.876
ESP,Spain,Europe & Central Asia,High income,Male,1983,72.87
EST,Estonia,Europe & Central Asia,High income,Male,1983,64.4
ETH,Ethiopia,Sub-Saharan Africa,Low income,Male,1983,42.461
EUU,European Union,,,Male,1983,70.19087722
FCS,Fragile and conflict affected situations,,,Male,1983,50.16252217
FIN,Finland,Europe & Central Asia,High income,Male,1983,70.24
FJI,Fiji,East Asia & Pacific,Upper middle income,Male,1983,62.147
FRA,France,Europe & Central Asia,High income,Male,1983,70.8
FRO,Faroe Islands,Europe & Central Asia,High income,Male,1983,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Male,1983,64.917
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Male,1983,55.946
GBR,United Kingdom,Europe & Central Asia,High income,Male,1983,71.5
GEO,Georgia,Europe & Central Asia,Lower middle income,Male,1983,65.83
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Male,1983,52.161
GIB,Gibraltar,Europe & Central Asia,High income,Male,1983,
GIN,Guinea,Sub-Saharan Africa,Low income,Male,1983,42.411
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Male,1983,47.407
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Male,1983,44.816
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Male,1983,44.03
GRC,Greece,Europe & Central Asia,High income,Male,1983,71.4
GRD,Grenada,Latin America & Caribbean,Upper middle income,Male,1983,64.931
GRL,Greenland,Europe & Central Asia,High income,Male,1983,60.5
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Male,1983,56.573
GUM,Guam,East Asia & Pacific,High income,Male,1983,68
GUY,Guyana,Latin America & Caribbean,Upper middle income,Male,1983,59.699
HIC,High income,,,Male,1983,70.69513123
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Male,1983,72.3
HND,Honduras,Latin America & Caribbean,Lower middle income,Male,1983,59.897
HPC,Heavily indebted poor countries (HIPC),,,Male,1983,46.88869017
HRV,Croatia,Europe & Central Asia,Upper middle income,Male,1983,66.47
HTI,Haiti,Latin America & Caribbean,Low income,Male,1983,50.52
HUN,Hungary,Europe & Central Asia,High income,Male,1983,65.12
IBD,IBRD only,,,Male,1983,61.40880004
IBT,IDA & IBRD total,,,Male,1983,59.43753262
IDA,IDA total,,,Male,1983,50.68999571
IDB,IDA blend,,,Male,1983,53.15818479
IDN,Indonesia,East Asia & Pacific,Lower middle income,Male,1983,59.661
IDX,IDA only,,,Male,1983,49.43560374
IMN,Isle of Man,Europe & Central Asia,High income,Male,1983,
IND,India,South Asia,Lower middle income,Male,1983,54.984
INX,Not classified,South Asia,Lower middle income,Male,1983,
IRL,Ireland,Europe & Central Asia,High income,Male,1983,70.541
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Male,1983,46.849
IRQ,Iraq,Middle East & North Africa,Upper middle income,Male,1983,54.388
ISL,Iceland,Europe & Central Asia,High income,Male,1983,73.27
ISR,Israel,Middle East & North Africa,High income,Male,1983,72.8
ITA,Italy,Europe & Central Asia,High income,Male,1983,71.45
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Male,1983,70.367
JOR,Jordan,Middle East & North Africa,Lower middle income,Male,1983,66.154
JPN,Japan,East Asia & Pacific,High income,Male,1983,74.22
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Male,1983,63.15
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Male,1983,56.941
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Male,1983,60.038
KHM,Cambodia,East Asia & Pacific,Lower middle income,Male,1983,41.889
KIR,Kiribati,East Asia & Pacific,Lower middle income,Male,1983,55.24
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Male,1983,
KOR,"Korea, Rep.",East Asia & Pacific,High income,Male,1983,63.21
KWT,Kuwait,Middle East & North Africa,High income,Male,1983,69.565
LAC,Latin America & Caribbean (excluding high income),,,Male,1983,62.11673501
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Male,1983,48.904
LBN,Lebanon,Middle East & North Africa,Upper middle income,Male,1983,66.786
LBR,Liberia,Sub-Saharan Africa,Low income,Male,1983,45.214
LBY,Libya,Middle East & North Africa,Upper middle income,Male,1983,64.135
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Male,1983,66.695
LCN,Latin America & Caribbean,,,Male,1983,62.4076668
LDC,Least developed countries: UN classification,,,Male,1983,48.29285882
LIC,Low income,,,Male,1983,46.83182616
LIE,Liechtenstein,Europe & Central Asia,High income,Male,1983,
LKA,Sri Lanka,South Asia,Lower middle income,Male,1983,66.584
LMC,Lower middle income,,,Male,1983,56.01138176
LMY,Low & middle income,,,Male,1983,59.38868832
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Male,1983,53.665
LTE,Late-demographic dividend,,,Male,1983,65.21179643
LTU,Lithuania,Europe & Central Asia,High income,Male,1983,65.89
LUX,Luxembourg,Europe & Central Asia,High income,Male,1983,69.454
LVA,Latvia,Europe & Central Asia,High income,Male,1983,63.88
MAC,"Macao SAR, China",East Asia & Pacific,High income,Male,1983,72.857
MAF,St. Martin (French part),Latin America & Caribbean,High income,Male,1983,69.5
MAR,Morocco,Middle East & North Africa,Lower middle income,Male,1983,58.434
MCO,Monaco,Europe & Central Asia,High income,Male,1983,
MDA,Moldova,Europe & Central Asia,Lower middle income,Male,1983,62.13
MDG,Madagascar,Sub-Saharan Africa,Low income,Male,1983,48.576
MDV,Maldives,South Asia,Upper middle income,Male,1983,56.824
MEA,Middle East & North Africa,,,Male,1983,57.23254066
MEX,Mexico,Latin America & Caribbean,Upper middle income,Male,1983,64.672
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Male,1983,
MIC,Middle income,,,Male,1983,60.34763636
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Male,1983,67.411
MLI,Mali,Sub-Saharan Africa,Low income,Male,1983,41.049
MLT,Malta,Middle East & North Africa,High income,Male,1983,72.773
MMR,Myanmar,East Asia & Pacific,Lower middle income,Male,1983,53.813
MNA,Middle East & North Africa (excluding high income),,,Male,1983,56.11319863
MNE,Montenegro,Europe & Central Asia,Upper middle income,Male,1983,70.456
MNG,Mongolia,East Asia & Pacific,Lower middle income,Male,1983,55.283
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Male,1983,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Male,1983,40.079
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Male,1983,54.647
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Male,1983,64.362
MWI,Malawi,Sub-Saharan Africa,Low income,Male,1983,44.444
MYS,Malaysia,East Asia & Pacific,Upper middle income,Male,1983,67.343
NAC,North America,,,Male,1983,71.1679716
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Male,1983,55.923
NCL,New Caledonia,East Asia & Pacific,High income,Male,1983,66.1
NER,Niger,Sub-Saharan Africa,Low income,Male,1983,39.758
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Male,1983,44.792
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Male,1983,56.629
NLD,Netherlands,Europe & Central Asia,High income,Male,1983,72.93
NOR,Norway,Europe & Central Asia,High income,Male,1983,72.74
NPL,Nepal,South Asia,Low income,Male,1983,48.188
NRU,Nauru,East Asia & Pacific,Upper middle income,Male,1983,
NZL,New Zealand,East Asia & Pacific,High income,Male,1983,70.8
OED,OECD members,,,Male,1983,69.76204558
OMN,Oman,Middle East & North Africa,High income,Male,1983,60.636
OSS,Other small states,,,Male,1983,58.23721892
PAK,Pakistan,South Asia,Lower middle income,Male,1983,57.445
PAN,Panama,Latin America & Caribbean,Upper middle income,Male,1983,68.705
PER,Peru,Latin America & Caribbean,Upper middle income,Male,1983,59.711
PHL,Philippines,East Asia & Pacific,Lower middle income,Male,1983,60.649
PLW,Palau,East Asia & Pacific,High income,Male,1983,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Male,1983,54.422
POL,Poland,Europe & Central Asia,High income,Male,1983,67
PRE,Pre-demographic dividend,,,Male,1983,46.76270008
PRI,Puerto Rico,Latin America & Caribbean,High income,Male,1983,70.582
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Male,1983,63.754
PRT,Portugal,Europe & Central Asia,High income,Male,1983,68.9
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Male,1983,64.93
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Male,1983,
PSS,Pacific island small states,,,Male,1983,60.78855091
PST,Post-demographic dividend,,,Male,1983,70.67837813
PYF,French Polynesia,East Asia & Pacific,High income,Male,1983,64.098
QAT,Qatar,Middle East & North Africa,High income,Male,1983,72.66
ROU,Romania,Europe & Central Asia,Upper middle income,Male,1983,66.98
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Male,1983,62.16
RWA,Rwanda,Sub-Saharan Africa,Low income,Male,1983,49.175
SAS,South Asia,,,Male,1983,55.07842911
SAU,Saudi Arabia,Middle East & North Africa,High income,Male,1983,63.682
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Male,1983,53.099
SEN,Senegal,Sub-Saharan Africa,Low income,Male,1983,50.583
SGP,Singapore,East Asia & Pacific,High income,Male,1983,70.5
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Male,1983,57.697
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Male,1983,40.605
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Male,1983,52.218
SMR,San Marino,Europe & Central Asia,High income,Male,1983,
SOM,Somalia,Sub-Saharan Africa,Low income,Male,1983,44.213
SRB,Serbia,Europe & Central Asia,Upper middle income,Male,1983,
SSA,Sub-Saharan Africa (excluding high income),,,Male,1983,47.43875994
SSD,South Sudan,Sub-Saharan Africa,Low income,Male,1983,38.286
SSF,Sub-Saharan Africa,,,Male,1983,47.43875994
SST,Small states,,,Male,1983,60.58019252
